Gage, Year, Month, Cutoff Low (cfs), Cutoff High (cfs), Average Simulated (cfs), Standard Deviation Simulated (cfs), Average Measured (cfs), Standard Deviation Measured (cfs), count, r2
NC,  1993,     4,    20,   200, 182.88, 93.82,122.93, 30.38,     28, 0.86003
NC,  1993,     5,    20,   200,  44.74, 20.17, 46.87, 17.04,     31, 0.97673
NC,  1993,     6,    20,   200,  24.75, 11.25, 35.88, 12.92,     24, 0.46586
NC,  1993,     6,     0,    20,   3.24,  2.54, 14.21,  4.00,      7, 0.97616
NC,  1993,     7,     0,    20,   0.02,  0.08,  1.44,  2.19,     31, 0.5771
NC,  1993,     8,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
NC,  1993,     9,     0,    20,   0.00,  0.00,  0.00,  0.00,     30, 
NC,  1994,    10,     0,    20,  10.39, 11.83,  0.00,  0.00,     31, 
NC,  1994,    11,     0,    20,  24.35, 21.14,  0.00,  0.00,     30, 
NC,  1994,    12,     0,    20,  28.87, 12.64,  0.00,  0.00,     31, 
NC,  1994,     1,     0,    20,  20.43, 21.92,  0.00,  0.00,     31, 
NC,  1994,     2,   200,   500, 218.97,173.44,239.25, 49.57,      4, 0.026752
NC,  1994,     2,    20,   200, 164.19,176.85, 74.56, 41.37,     16, 0.76931
NC,  1994,     2,     0,    20,  47.80,  7.67,  0.00,  0.00,      7, 
NC,  1994,     3,    20,   200,  88.72, 33.90, 36.00, 16.54,     26, 0.97985
NC,  1994,     3,     0,    20,  47.03,  5.91, 17.78,  2.91,      9, 0.73596
NC,  1994,     4,     0,    20,  56.10, 51.78,  7.73,  2.13,     30, 0.30638
NC,  1994,     5,     0,    20,  64.47, 39.21,  6.83,  2.26,     31, -0.20243
NC,  1994,     6,     0,    20,   4.83,  3.97,  0.10,  0.40,     30, 0.61525
NC,  1994,     7,     0,    20,   0.13,  0.30,  0.00,  0.00,     31, 
NC,  1994,     8,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
NC,  1994,     9,     0,    20,   0.02,  0.07,  0.00,  0.00,     30, 
NC,  1995,    10,     0,    20,   0.00,  0.01,  3.70,  1.66,     31, 0.14761
NC,  1995,    11,     0,    20,   0.22,  0.08,  5.81,  0.97,     30, -0.10041
NC,  1995,    12,    20,   200, 154.72,134.18, 35.58, 10.31,     19, 0.74427
NC,  1995,    12,     0,    20,   0.35,  0.06,  7.58,  2.59,     12, 0.76154
NC,  1995,     1,     0,    20, 134.01,181.61,  0.00,  0.00,      6, 
NC,  1995,     2,   200,   500, 598.16,311.63,306.83, 86.95,     12, 0.96551
NC,  1995,     2,    20,   200, 253.48, 46.00,139.38, 32.80,     16, 0.7413
NC,  1995,     3,    20,   200, 168.92,  7.17,144.75, 34.74,      8, -0.53616
NC,  1995,     4,   200,   500, 444.12,213.25,303.28, 78.70,     25, 0.8834
NC,  1995,     5,   200,   500, 191.26,  8.53,236.93, 30.13,     14, -0.44697
NC,  1995,     5,    20,   200, 188.68, 27.37,157.18, 26.79,     17, 0.56136
NC,  1995,     6,    20,   200,  86.37, 26.06, 88.03, 24.23,     30, 0.40206
NC,  1995,     7,    20,   200,  15.50, 10.80, 36.32, 12.08,     25, 0.96552
NC,  1995,     7,     0,    20,   5.71,  2.54, 15.86,  3.18,      7, 0.79114
NC,  1995,     8,     0,    20,   0.45,  0.62,  3.48,  2.77,     31, 0.92566
NC,  1995,     9,     0,    20,   0.00,  0.00,  3.79,  1.21,     30, 0.30054
NC,  1996,    10,     0,    20,   2.21,  6.33,  0.00,  0.00,     31, 
NC,  1996,    11,    20,   200, 126.96, 42.82, 24.78,  4.63,      9, 0.30315
NC,  1996,    11,     0,    20,  36.26, 49.62,  4.95,  8.25,     22, 0.78832
NC,  1996,    12,   200,   500, 902.98,276.17,306.75, 76.08,      4, -0.2681
NC,  1996,    12,    20,   200, 507.69,419.68, 93.05, 69.43,     21, 0.91028
NC,  1996,     1,    20,   200,  93.50, 58.66, 83.64, 57.70,     22, 0.49289
NC,  1996,     1,     0,    20,  28.43,  7.23, 17.57,  1.27,      7, 0.92037
NC,  1996,     2,   200,   500, 298.69,119.68,306.80, 86.32,     10, 0.78303
NC,  1996,     2,    20,   200, 197.33, 29.80,181.40,  9.91,      5, 0.44395
NC,  1996,     3,   200,   500, 386.25, 72.13,339.68, 99.28,     22, 0.58116
NC,  1996,     3,    20,   200, 222.96, 11.62,181.20, 10.69,      5, 0.86264
NC,  1996,     4,   200,   500, 191.59,  8.68,234.00, 47.25,      4, 0.025084
NC,  1996,     4,    20,   200, 169.61, 82.70,120.23, 27.83,     26, 0.68501
NC,  1996,     5,    20,   200, 154.56,158.82, 58.32, 28.55,     31, 0.2833
NC,  1996,     6,    20,   200,  35.53, 10.48, 28.56,  5.29,      9, 0.97498
NC,  1996,     6,     0,    20,  11.92,  6.10, 12.16,  2.13,     21, 0.79943
NC,  1996,     7,     0,    20,   0.04,  0.11,  6.50,  1.63,     31, 0.03048
NC,  1996,     8,     0,    20,   0.15,  0.19,  0.05,  0.20,     31, -0.21393
NC,  1996,     9,     0,    20,   0.60,  0.33,  0.00,  0.00,     30, 
NC,  1997,    10,     0,    20,   0.00,  0.01,  0.00,  0.00,     31, 
NC,  1997,    11,     0,    20,  47.72, 81.30,  0.40,  1.64,     30, 0.51304
NC,  1997,    12,    20,   200, 369.89,243.03, 76.11, 44.61,     19, 0.53142
NC,  1997,    12,     0,    20, 183.75, 56.22, 11.15,  5.02,     10, -0.34517
NC,  1997,     1,   200,   500, 385.80,149.29,374.10, 53.96,     10, 0.48815
NC,  1997,     2,   200,   500, 537.79,235.76,309.53, 88.27,     15, 0.88024
NC,  1997,     2,    20,   200, 212.27, 11.33,165.10, 18.33,     10, 0.99316
NC,  1997,     3,    20,   200, 123.84, 46.11, 92.87, 22.57,     31, 0.98616
NC,  1997,     4,    20,   200,  38.28, 16.70, 51.77,  7.64,     30, 0.94194
NC,  1997,     5,    20,   200,   9.89,  2.40, 29.00,  4.88,     13, 0.90133
NC,  1997,     5,     0,    20,   4.06,  1.07, 10.39,  3.46,     18, 0.96678
NC,  1997,     6,     0,    20,   1.40,  1.31,  2.28,  2.10,     30, 0.83539
NC,  1997,     7,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
NC,  1997,     8,     0,    20,   0.00,  0.01,  0.00,  0.00,     31, 
NC,  1997,     9,     0,    20,   0.00,  0.00,  0.00,  0.00,     30, 
NC,  1998,    10,    20,   200,   5.85,  5.11, 23.04,  1.85,     24, -0.0040867
NC,  1998,    10,     0,    20,   3.50,  0.12, 18.44,  1.33,      9, -0.55741
NC,  1998,    11,    20,   200,  22.19, 28.10, 25.37,  4.94,     30, 0.65481
NC,  1998,    12,    20,   200,  56.97, 31.68, 48.42, 26.32,     26, 0.88471
NC,  1998,    12,     0,    20,  14.22,  2.85, 17.57,  1.90,      7, 0.97241
NC,  1998,     1,   200,   500, 659.17,584.90,334.43, 95.64,     14, 0.20114
NC,  1998,     1,    20,   200, 272.43,128.94,127.00, 53.94,      8, 0.82689
NC,  1998,     3,   200,   500, 409.89, 34.89,397.13, 48.04,     15, 0.37225
NC,  1998,     4,   200,   500, 550.01, 82.71,398.00, 58.74,     12, 0.016783
NC,  1998,     5,   200,   500, 285.81, 35.66,281.71, 49.79,     31, 0.36867
NC,  1998,     6,   200,   500, 174.04, 18.98,204.50,  4.20,      4, 0.45177
NC,  1998,     6,    20,   200, 104.51, 44.02,156.11, 26.96,     27, 0.98746
NC,  1998,     7,    20,   200,  15.62, 13.11, 75.16, 24.60,     31, 0.98126
NC,  1998,     8,    20,   200,   1.07,  0.49, 27.32,  5.29,     31, 0.9398
NC,  1998,     9,    20,   200,   1.21,  0.23, 21.67,  1.03,      6, 0.4868
NC,  1998,     9,     0,    20,   0.78,  0.17, 14.68,  1.95,     25, 0.16032
NC,  1999,    10,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
NC,  1999,    11,     0,    20,  16.25, 15.51,  0.00,  0.00,     30, 
NC,  1999,    12,     0,    20,   6.43,  3.27,  0.00,  0.00,     31, 
NC,  1999,     1,    20,   200,  53.25, 15.94,116.92, 38.93,     12, 0.32923
NC,  1999,     1,     0,    20,  13.68,  1.52, 10.58,  1.02,     19, 0.36218
NC,  1999,     2,   200,   500, 155.19, 66.87,300.50,111.61,      6, 0.3532
NC,  1999,     2,    20,   200, 142.89, 66.75,143.25, 34.85,     20, 0.31489
NC,  1999,     3,   200,   500, 172.54, 50.77,261.70, 73.93,     10, 0.14051
NC,  1999,     3,    20,   200, 153.62, 27.05,136.35, 30.43,     20, -0.7005
NC,  1999,     4,   200,   500, 210.63, 49.11,270.00, 69.24,     15, -0.15004
NC,  1999,     4,    20,   200, 178.53, 51.24,164.14, 21.63,     14, 0.697
NC,  1999,     5,    20,   200,  66.81, 28.35, 81.84, 24.61,     31, 0.98694
NC,  1999,     6,    20,   200,  19.31,  4.05, 36.38,  9.82,     21, 0.89416
NC,  1999,     6,     0,    20,   8.08,  2.42, 15.32,  3.33,     10, 0.88304
NC,  1999,     7,     0,    20,   1.26,  1.18,  2.18,  2.92,     31, 0.98623
NC,  1999,     8,     0,    20,   0.02,  0.05,  0.00,  0.00,     31, 
NC,  1999,     9,     0,    20,   0.00,  0.00,  0.00,  0.00,     30, 
NC,  2000,    10,     0,    20,  20.55, 14.43,  0.14,  0.79,     31, 0.26979
NC,  2000,    11,     0,    20,  28.71, 19.83,  7.08,  2.15,     30, -0.89334
NC,  2000,    12,     0,    20,   6.98,  0.87,  9.71,  1.67,     31, 0.6499
NC,  2000,     1,   200,   500, 203.54,100.90,324.25,108.79,      4, 0.129
NC,  2000,     1,    20,   200, 194.83, 13.82,173.33, 22.59,      3, -0.75318
NC,  2000,     1,     0,    20,   9.58, 17.44,  2.80,  5.54,     22, 0.96191
NC,  2000,     2,    20,   200, 227.42, 66.21,130.30, 19.19,     10, 0.87161
NC,  2000,     3,   200,   500, 466.18,223.32,342.93,102.60,     15, 0.64486
NC,  2000,     3,    20,   200, 232.72, 11.30,171.83, 15.38,      6, 0.98569
NC,  2000,     4,    20,   200, 193.54,103.12,103.62, 23.72,     29, 0.19286
NC,  2000,     5,    20,   200,  71.82, 25.16, 55.26, 13.69,     31, 0.85458
NC,  2000,     6,    20,   200,  28.62,  4.08, 28.43,  2.62,     14, 0.71983
NC,  2000,     6,     0,    20,  11.74,  6.04, 15.04,  3.64,     16, 0.85956
NC,  2000,     7,     0,    20,   2.06,  0.74,  5.53,  2.33,     31, 0.88183
NC,  2000,     8,     0,    20,   0.69,  0.17,  0.02,  0.13,     31, 0.17378
NC,  2000,     9,     0,    20,   1.06,  0.22,  0.00,  0.00,     30, 
NC,  2001,    10,     0,    20,   0.73,  0.48,  0.00,  0.00,     31, 
NC,  2001,    11,     0,    20,  57.59, 66.92,  0.00,  0.00,     30, 
NC,  2001,    12,   200,   500, 140.09, 25.71,276.14, 76.77,      7, 0.32586
NC,  2001,    12,    20,   200, 147.78, 33.33, 79.00, 43.07,     23, -0.16384
NC,  2001,     1,   200,   500, 431.56,274.22,281.33,118.46,      3, 0.47836
NC,  2001,     1,    20,   200, 266.96,185.38, 93.42, 39.22,     19, -0.12604
NC,  2001,     1,     0,    20,  10.70, 18.99,  5.48,  1.59,      9, 0.60039
NC,  2001,     2,   200,   500, 316.21,140.08,289.92, 43.23,     13, 0.50226
NC,  2001,     2,    20,   200, 138.13, 42.29, 96.87, 41.84,     15, 0.2456
NC,  2001,     3,   200,   500, 908.50,617.11,301.92, 95.15,     12, 0.92979
NC,  2001,     3,    20,   200, 218.46, 35.34,149.31, 31.51,     13, 0.99665
NC,  2001,     4,    20,   200, 174.09, 42.20, 92.00, 20.22,     30, -0.033198
NC,  2001,     5,    20,   200, 104.64, 83.96, 42.04, 14.46,     26, 0.86505
NC,  2001,     5,     0,    20,  31.21,  4.50, 18.71,  1.38,      7, 0.68298
NC,  2001,     6,     0,    20,   7.82,  6.79,  5.73,  4.59,     30, 0.97955
NC,  2001,     7,     0,    20,   0.13,  0.10,  0.00,  0.00,     31, 
NC,  2001,     8,     0,    20,   0.04,  0.04,  0.00,  0.00,     31, 
NC,  2001,     9,     0,    20,   0.27,  0.18,  0.00,  0.00,     30, 
NC,  2002,    10,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
NC,  2002,    11,     0,    20,  62.64,108.20,  0.33,  1.62,     29, 0.24464
NC,  2002,    12,   200,   500, 679.88,457.90,304.75, 92.75,      8, 0.87155
NC,  2002,    12,     0,    20,  11.43,  5.01,  0.93,  3.47,     14, 0.34953
NC,  2002,     1,   200,   500, 159.80, 23.66,280.86, 76.71,      7, -0.46222
NC,  2002,     1,    20,   200, 125.33, 37.71, 80.78, 37.07,     23, 0.91879
NC,  2002,     2,    20,   200, 102.81, 30.72, 61.93, 18.18,     28, 0.018045
NC,  2002,     3,    20,   200,  82.81, 14.75, 70.84, 21.99,     31, 0.19204
NC,  2002,     4,    20,   200,  42.82, 17.43, 48.67, 12.72,     30, 0.98122
NC,  2002,     5,    20,   200,  22.49,  5.54, 28.75,  5.50,     16, 0.17446
NC,  2002,     5,     0,    20,  16.37,  6.27, 16.33,  2.26,     15, 0.5282
NC,  2002,     6,     0,    20,   3.91,  3.02,  3.76,  4.01,     30, 0.91519
NC,  2002,     7,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
NC,  2002,     8,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
NC,  2002,     9,     0,    20,   0.00,  0.00,  0.00,  0.00,     30, 
NC,  2003,    10,     0,    20,   1.56,  0.14,  0.00,  0.00,     31, 
NC,  2003,    11,     0,    20,  11.72,  4.86,  0.00,  0.00,     30, 
NC,  2003,    12,     0,    20,  35.03, 21.96,  0.00,  0.00,     29, 
NC,  2003,     1,   200,   500, 742.35,477.00,308.38, 82.56,     13, 0.22994
NC,  2003,     1,    20,   200, 398.18,189.76,138.33, 32.42,     18, 0.81192
NC,  2003,     2,    20,   200, 135.75, 22.26, 76.96,  8.67,     28, -0.093708
NC,  2003,     3,    20,   200, 275.47,190.80, 82.27, 33.17,     30, 0.69824
NC,  2003,     4,   200,   500, 151.25, 49.88,215.33, 15.04,      3, -0.60786
NC,  2003,     4,    20,   200, 179.94, 83.74,104.33, 38.04,     27, 0.7446
NC,  2003,     5,    20,   200, 147.12, 48.59,105.39, 37.89,     31, 0.61286
NC,  2003,     6,    20,   200,  26.76, 17.19, 34.24,  9.01,     25, 0.97487
NC,  2003,     6,     0,    20,   4.90,  1.04, 14.00,  3.16,      5, 0.9289
NC,  2003,     7,     0,    20,   1.03,  0.79,  5.75,  2.84,     31, 0.81337
NC,  2003,     8,     0,    20,   0.67,  0.31,  0.00,  0.00,     31, 
NC,  2003,     9,     0,    20,   0.97,  0.15,  0.00,  0.00,     30, 
NC,  2004,    10,     0,    20,  37.40, 70.32,  0.00,  0.00,     31, 
NC,  2004,    11,     0,    20,  29.12, 13.58,  0.00,  0.00,     30, 
NC,  2004,    12,     0,    20,  41.02, 29.22,  0.67,  2.32,     27, -0.20722
NC,  2004,     1,   200,   500, 1403.31,474.42,290.33,108.45,      3, -0.41188
NC,  2004,     1,    20,   200, 303.68,190.35, 53.43, 38.47,     28, 0.73624
NC,  2004,     2,   200,   500, 969.85,556.49,269.50, 55.33,      4, -0.23126
NC,  2004,     2,    20,   200, 365.68,373.09, 92.35, 47.75,     20, 0.64187
NC,  2004,     3,   200,   500, 890.79,272.30,323.57,106.96,      7, 0.9493
NC,  2004,     3,    20,   200, 233.82,107.25,107.71, 39.82,     24, 0.98981
NC,  2004,     4,    20,   200, 101.54, 16.93, 37.40, 11.61,     25, 0.92033
NC,  2004,     4,     0,    20,  54.38,  8.99, 16.33,  2.25,      6, 0.99023
NC,  2004,     5,     0,    20,  21.20, 11.40, 10.13,  1.55,     31, 0.84887
NC,  2004,     6,     0,    20,   4.56,  2.74,  1.07,  1.86,     30, 0.64965
NC,  2004,     7,     0,    20,   0.04,  0.07,  0.00,  0.00,     31, 
NC,  2004,     8,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
NC,  2004,     9,     0,    20,   0.00,  0.00,  0.00,  0.00,     30, 
NC,  2005,    10,     0,    20,   1.40,  0.07,  0.00,  0.00,     31, 
NC,  2005,    11,     0,    20,   2.79,  2.53,  0.00,  0.00,     30, 
NC,  2005,    12,    20,   200, 213.58,187.36, 51.27, 28.77,     11, -0.56057
NC,  2005,    12,     0,    20, 119.51,133.81,  2.21,  5.91,     20, 0.71905
NC,  2005,     1,   200,   500, 707.22,530.49,286.44, 83.99,     16, 0.94433
NC,  2005,     1,    20,   200, 315.46, 19.06,188.33,  5.03,      3, 0.36829
NC,  2005,     2,   200,   500, 264.98, 33.07,399.50, 71.34,      4, 0.72705
NC,  2005,     2,    20,   200, 301.03, 64.24,153.47, 19.66,     15, -0.60424
NC,  2005,     3,   200,   500, 413.55,146.29,326.55, 87.52,     20, 0.87586
NC,  2005,     4,   200,   500, 396.64, 41.75,295.42, 61.36,     19, 0.64658
NC,  2005,     4,    20,   200, 249.08, 56.17,174.25, 13.67,     12, 0.82475
NC,  2005,     5,    20,   200, 142.87, 35.98,105.48, 26.55,     31, 0.91063
NC,  2005,     6,    20,   200,  38.97, 15.51, 42.93, 12.77,     30, 0.96635
NC,  2005,     7,    20,   200,   9.38,  2.14, 21.43,  1.62,      7, 0.97966
NC,  2005,     7,     0,    20,   3.76,  1.67, 11.14,  5.18,     27, 0.91626
NC,  2005,     8,     0,    20,   1.69,  0.43,  3.19,  1.90,     31, 0.37882
NC,  2005,     9,     0,    20,   1.40,  0.20,  0.00,  0.00,     30, 
NC,  2006,    10,     0,    20,   3.55,  0.45,  0.00,  0.00,     31, 
NC,  2006,    11,     0,    20,  16.27, 15.41,  0.00,  0.00,     30, 
NC,  2006,    12,     0,    20,  39.56, 25.04,  1.35,  2.81,     31, -0.082054
NC,  2006,     1,   200,   500, 780.30,386.86,278.00, 78.91,      5, 0.84456
NC,  2006,     1,    20,   200, 204.86, 57.78,126.32, 26.78,     22, 0.57221
NC,  2006,     2,    20,   200, 119.54, 44.99, 61.85, 23.89,     27, 0.33771
NC,  2006,     3,   200,   500, 563.06,247.60,464.37, 25.23,     19, -0.40983
NC,  2006,     4,   200,   500, 529.36, 32.94,363.40, 62.95,     10, -0.24666
NC,  2006,     5,   200,   500, 399.44,105.74,232.86, 20.26,      7, 0.98115
NC,  2006,     5,    20,   200, 153.99, 40.08,128.71, 28.74,     24, 0.49541
NC,  2006,     6,    20,   200,  54.44, 28.81, 48.63, 17.99,     30, 0.98777
NC,  2006,     7,    20,   200,  12.35,  2.44, 25.10,  2.13,     10, 0.56916
NC,  2006,     7,     0,    20,   3.47,  1.83,  9.21,  5.38,     21, 0.96676
NC,  2006,     8,     0,    20,   2.67,  0.16,  2.07,  1.65,     31, -0.49213
NC,  2006,     9,     0,    20,   2.83,  0.07,  0.00,  0.00,     30, 
NC,  2007,    10,     0,    20,   2.67,  1.33,  0.00,  0.00,     31, 
NC,  2007,    11,     0,    20,   1.78,  0.30,  0.00,  0.00,     30, 
NC,  2007,    12,     0,    20,  24.78, 16.25,  0.00,  0.00,     31, 
NC,  2007,     1,     0,    20,  19.71,  3.47, 12.25,  1.96,     31, -0.14806
NC,  2007,     2,    20,   200,  52.12, 17.29, 53.24, 34.71,     17, -0.13785
NC,  2007,     2,     0,    20,  14.82,  1.24, 10.90,  0.99,     10, -0.22622
NC,  2007,     3,    20,   200, 115.20, 77.00, 49.35, 34.77,     31, 0.88675
NC,  2007,     4,    20,   200,  52.03, 12.24, 20.00,  0.00,      3, 
NC,  2007,     4,     0,    20,  53.95, 22.87, 15.63,  2.47,     30, 0.098359
NC,  2007,     5,     0,    20,  15.83, 11.28,  3.69,  4.20,     31, 0.94643
NC,  2007,     6,     0,    20,   4.18,  2.72,  0.00,  0.00,     30, 
NC,  2007,     7,     0,    20,   0.01,  0.03,  0.00,  0.00,     31, 
NC,  2007,     8,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
NC,  2007,     9,     0,    20,   0.67,  1.19,  0.00,  0.00,     30, 
NC,  2008,    10,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
NC,  2008,    11,     0,    20,  12.72,  7.20,  0.00,  0.00,     30, 
NC,  2008,    12,     0,    20,  23.50, 16.95,  0.00,  0.00,     31, 
NC,  2008,     1,   200,   500, 1212.09,958.32,403.67,102.44,      3, 0.93861
NC,  2008,     1,    20,   200, 340.06,313.83, 63.73, 51.21,     11, 0.9181
NC,  2008,     1,     0,    20, 109.23, 72.57,  7.08,  6.19,     11, 0.95556
NC,  2008,     2,   200,   500, 913.63,518.55,343.23, 87.10,     13, 0.54789
NC,  2008,     2,    20,   200, 289.51,137.04,136.92, 21.07,     12, 0.93796
NC,  2008,     3,   200,   500, 813.56,425.95,242.40, 31.64,      5, 0.96731
NC,  2008,     3,    20,   200, 219.65, 68.44,103.00, 40.39,     26, 0.98172
NC,  2008,     4,    20,   200, 103.84, 19.43, 34.60, 12.28,     25, 0.97519
NC,  2008,     4,     0,    20,  66.74, 13.96, 18.00,  2.00,      7, 0.82769
NC,  2008,     5,     0,    20,  27.81, 15.95,  9.55,  3.57,     31, 0.91967
NC,  2008,     6,     0,    20,   4.54,  3.72,  2.06,  2.33,     30, 0.95036
NC,  2008,     7,     0,    20,   0.00,  0.01,  0.00,  0.00,     31, 
NC,  2008,     8,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
NC,  2008,     9,     0,    20,   0.00,  0.00,  0.00,  0.00,     30, 
NC,  2009,    10,    20,   200,  68.40, 78.84, 45.13, 30.24,     15, 0.91975
NC,  2009,    10,     0,    20,   3.45,  9.10,  2.60,  6.86,     15, 1
NC,  2009,    11,     0,    20,   6.29,  6.00, 17.40,  0.77,     30, 0.39123
NC,  2009,    12,    20,   200,  53.38, 29.84, 62.04, 39.90,     24, 0.55809
NC,  2009,    12,     0,    20,   2.65,  0.29, 16.43,  1.62,      7, 0.1364
NC,  2009,     1,     0,    20,  29.31, 24.32,  0.00,  0.00,     31, 
NC,  2009,     2,   200,   500, 884.67,207.60,313.40, 95.49,     10, 0.35428
NC,  2009,     2,     0,    20,  51.69,  9.88,  0.86,  3.21,     14, 0.61755
NC,  2009,     3,   200,   500, 368.16,133.02,308.60, 87.43,     10, 0.33292
NC,  2009,     3,    20,   200, 213.95, 27.59,145.27, 30.36,     15, 0.8877
NC,  2009,     4,    20,   200, 111.55, 34.02, 65.37, 17.57,     30, 0.8339
NC,  2009,     5,    20,   200,  48.78, 19.61, 33.37, 11.45,     27, 0.77213
NC,  2009,     5,     0,    20,  19.75,  1.74, 18.60,  0.89,      5, 0.89852
NC,  2009,     6,     0,    20,   5.34,  5.24, 13.24,  4.38,     30, 0.91363
NC,  2009,     7,     0,    20,   0.00,  0.00,  0.40,  0.89,     31, 0.90837
NC,  2009,     8,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
NC,  2009,     9,     0,    20,   0.00,  0.00,  0.00,  0.00,     30, 
NC,  2010,    10,     0,    20,   1.96,  2.61,  6.55,  2.31,     31, 0.85905
NC,  2010,    11,     0,    20,  52.22, 80.59, 12.93,  3.16,     30, 0.81845
NC,  2010,    12,   200,   500, 130.96, 46.29,301.00, 56.84,      8, -0.45145
NC,  2010,    12,    20,   200,  65.42, 60.57, 59.71, 67.11,     17, 0.98496
NC,  2010,    12,     0,    20,  55.99, 55.58, 17.17,  1.47,      6, -0.91655
NC,  2010,     1,   200,   500, 746.15, 50.81,409.33, 39.53,      3, 0.76287
NC,  2010,     1,    20,   200,  29.89,  7.03, 48.39, 23.07,     18, 0.37393
NC,  2010,     2,   200,   500, 336.30,121.65,331.92, 84.38,     26, -0.050155
NC,  2010,     3,   200,   500, 579.57,318.69,326.33, 92.10,     18, 0.92083
NC,  2010,     3,    20,   200, 247.10, 31.73,176.83, 10.61,      6, 0.968
NC,  2010,     4,   200,   500, 313.52,173.57,295.30, 61.22,     23, 0.1823
NC,  2010,     4,    20,   200, 213.34,  9.84,166.40, 17.04,      5, 0.96154
NC,  2010,     5,    20,   200, 152.74, 77.51,133.55, 29.84,     29, 0.86139
NC,  2010,     6,    20,   200,  44.37, 20.67, 63.53, 14.76,     30, 0.98493
NC,  2010,     7,    20,   200,   5.34,  4.26, 28.13,  5.85,     23, 0.92219
NC,  2010,     7,     0,    20,   1.42,  0.15, 17.83,  1.90,     12, 0.65682
NC,  2010,     8,     0,    20,   0.86,  0.34,  7.73,  3.48,     31, 0.92293
NC,  2010,     9,     0,    20,   0.44,  0.20,  2.26,  0.47,     30, 0.1162
NC,  2011,    10,     0,    20,  22.64, 15.50, 12.34,  2.64,     31, 0.88021
NC,  2011,    11,    20,   200,  29.89,  1.88, 20.50,  0.58,      4, -0.08217
NC,  2011,    11,     0,    20,  19.84, 11.63, 16.11,  2.22,     28, 0.6212
NC,  2011,    12,     0,    20,  12.73,  5.91, 15.58,  1.09,     31, -0.080533
NC,  2011,     1,   200,   500, 214.71, 49.70,276.33, 72.68,      6, 0.38476
NC,  2011,     1,    20,   200, 138.32, 56.48, 97.36, 33.99,     22, 0.94679
NC,  2011,     2,   200,   500, 776.22,454.97,344.00, 58.22,      4, 0.66926
NC,  2011,     2,    20,   200,  62.40,  3.73, 57.63, 18.36,     16, 0.27955
NC,  2011,     3,   200,   500, 276.15,129.53,310.87, 82.61,     15, 0.82253
NC,  2011,     3,    20,   200, 197.18,  7.39,187.00,  7.66,      4, -0.89961
NC,  2011,     4,   200,   500, 281.86, 50.85,314.59, 90.88,     17, 0.98623
NC,  2011,     4,    20,   200, 181.65, 29.45,165.89, 18.29,      9, 0.98679
NC,  2011,     5,    20,   200,  95.56, 20.49,104.55, 15.71,     31, 0.33423
NC,  2011,     6,    20,   200,  96.37, 67.71, 84.79, 35.41,     29, 0.58955
NC,  2011,     7,    20,   200,   8.84,  5.40, 32.47,  8.38,     30, 0.93623
NC,  2011,     7,     0,    20,   4.21,  0.13, 19.67,  0.58,      3, 0.83842
NC,  2011,     8,     0,    20,   3.67,  0.25, 11.38,  3.76,     31, 0.85586
NC,  2011,     9,     0,    20,   3.09,  0.18,  6.90,  0.63,     30, -0.70789
NC,  2012,     1,    20,   200, 134.52, 86.57, 51.55, 10.86,     11, 0.26955
NC,  2012,     1,     0,    20,   5.42,  0.56, 13.35,  1.35,     20, 0.30976
NC,  2012,     2,    20,   200,  42.65, 14.97, 24.95,  4.93,     22, 0.85901
NC,  2012,     2,     0,    20,  33.59,  6.92, 18.00,  1.32,      9, -0.96979
NC,  2012,     3,    20,   200, 229.40,143.67, 77.75, 38.95,     20, 0.70667
NC,  2012,     3,     0,    20,  19.92,  5.79, 16.83,  1.64,     12, 0.57632
NC,  2012,     4,    20,   200, 175.40, 45.67,100.11, 36.00,     28, -0.026298
NC,  2012,     5,    20,   200,  63.52, 20.95, 34.15,  9.97,     20, 0.99839
NC,  2012,     5,     0,    20,  26.58,  4.91, 16.82,  1.40,     11, 0.51493
NC,  2012,     6,     0,    20,  17.30,  1.39, 11.67,  1.53,      3, 0.97258
RR,  1992,    10,     0,    20,   4.45,  1.97,  3.07,  0.07,     31, -0.12653
RR,  1992,    11,     0,    20,   7.30,  2.16,  2.81,  0.18,     30, -0.276
RR,  1992,    12,    20,   200, 150.81,119.86,131.67, 66.01,      3, 0.94664
RR,  1992,    12,     0,    20,  29.44, 16.49,  4.66,  1.97,     28, 0.16212
RR,  1992,     1,    20,   200,  73.23, 41.00, 38.29, 17.15,     21, 0.86311
RR,  1992,     1,     0,    20,  61.45, 60.51, 16.77,  3.24,     13, -0.43152
RR,  1992,     2,   200,   500, 390.97, 99.32,331.75, 93.96,      8, -0.18735
