Gage, Year, Month, Cutoff Low (cfs), Cutoff High (cfs), Average Simulated (cfs), Standard Deviation Simulated (cfs), Average Measured (cfs), Standard Deviation Measured (cfs), count, r2
SH,  2007,     4,    20,   200,  52.00, 19.08, 20.90,  1.10,     10, 0.19425
SH,  2007,     4,     0,    20,  42.59,  6.65, 18.08,  1.26,     25, 0.49894
SH,  2007,     5,     0,    20,  20.41,  6.30, 10.37,  2.80,     31, 0.92504
SH,  2007,     6,     0,    20,  11.18,  2.91,  7.45,  2.36,     30, 0.92375
SH,  2007,     7,     0,    20,   7.67,  0.07,  4.25,  0.34,     31, 0.20405
SH,  2007,     8,     0,    20,   7.64,  0.08,  3.66,  0.36,     31, -0.53209
SH,  2007,     9,     0,    20,   8.18,  1.06,  3.47,  0.33,     30, -0.29961
SH,  2008,    10,     0,    20,   7.90,  0.12,  5.11,  0.20,     31, -0.097291
SH,  2008,    11,     0,    20,  16.63,  6.21,  5.67,  0.27,     30, 0.011698
SH,  2008,    12,     0,    20,  22.09, 10.14,  8.13,  2.00,     31, 0.56269
SH,  2008,     1,   200,   500, 305.08,151.18,352.67,121.23,      3, 0.85478
SH,  2008,     1,    20,   200, 117.39, 35.79, 70.12, 34.73,     17, 0.76668
SH,  2008,     1,     0,    20,  13.44,  0.58,  5.37,  0.38,      3, 0.78105
SH,  2008,     2,   200,   500, 461.32,395.66,322.77, 88.89,     13, 0.45298
SH,  2008,     2,    20,   200, 214.03, 27.31,129.50, 27.28,     14, 0.95842
SH,  2008,     3,    20,   200, 178.37, 50.83,105.52, 36.33,     29, 0.97504
SH,  2008,     4,    20,   200,  83.32, 21.32, 45.37,  9.61,     30, 0.94264
SH,  2008,     5,    20,   200,  30.14, 11.36, 24.66,  4.34,     29, 0.94197
SH,  2008,     5,     0,    20,  19.20,  4.38, 19.78,  0.44,      9, 0.23293
SH,  2008,     6,     0,    20,  11.48,  3.33, 14.83,  2.41,     30, 0.978
SH,  2008,     7,     0,    20,   7.76,  0.10,  8.00,  1.53,     29, 0.54951
SH,  2009,    10,    20,   200,  35.77, 22.89, 54.25, 30.09,     16, 0.99477
SH,  2009,    10,     0,    20,   7.79,  0.05,  8.40,  0.63,     12, 0.93536
SH,  2009,    11,    20,   200,  10.72,  1.34, 24.10,  2.88,     30, 0.88268
SH,  2009,    12,    20,   200,  39.41, 31.08, 54.23, 37.50,     30, 0.93413
SH,  2009,    12,     0,    20,  10.58,  0.16, 20.00,  0.00,      5, 
SH,  2009,     1,    20,   200,  46.75,  3.42, 29.86,  4.63,      7, -0.29744
SH,  2009,     1,     0,    20,  17.48, 17.80,  9.90,  1.11,     24, 0.84124
SH,  2009,     2,   200,   500, 391.95,328.14,266.67, 62.20,      9, 0.38854
SH,  2009,     2,    20,   200,  64.40, 40.57, 53.87, 44.49,     15, 0.9364
SH,  2009,     3,   200,   500, 282.88,117.54,295.43, 86.89,      7, 0.88054
SH,  2009,     3,    20,   200, 182.36, 19.33,135.28, 28.99,     18, 0.55894
SH,  2009,     4,    20,   200,  97.72, 23.14, 70.17, 14.77,     30, 0.83918
SH,  2009,     5,    20,   200,  44.49, 20.19, 38.39, 10.27,     31, 0.84939
SH,  2009,     6,    20,   200,  12.46,  3.53, 26.43,  3.46,     23, 0.81728
SH,  2009,     6,     0,    20,   8.44,  0.22, 17.13,  2.03,      8, 0.94757
SH,  2009,     7,     0,    20,   7.98,  0.16, 13.10,  1.27,     31, 0.28989
SH,  2009,     8,     0,    20,   7.77,  0.11,  8.45,  0.94,     31, 0.49011
SH,  2009,     9,     0,    20,   7.67,  0.06,  8.11,  0.34,     30, 0.18507
SH,  2010,    10,     0,    20,  10.09,  1.88, 14.68,  1.11,     31, 0.17131
SH,  2010,    11,    20,   200,  40.41, 38.02, 21.00,  1.41,      4, -0.22429
SH,  2010,    11,     0,    20,  29.66, 34.67, 16.11,  1.91,     28, 0.69693
SH,  2010,    12,   200,   500, 129.97, 72.72,276.13, 67.23,      8, -0.27497
SH,  2010,    12,    20,   200,  42.70, 35.29, 55.62, 57.39,     21, 0.90641
SH,  2010,     1,   200,   500, 260.46,111.67,355.80, 46.87,      5, 0.25368
SH,  2010,     1,    20,   200,  33.10, 10.97, 45.12,  6.96,     17, 0.70129
SH,  2010,     2,   200,   500, 280.07, 67.77,309.14, 79.20,     21, -0.64088
SH,  2010,     2,    20,   200, 213.37, 44.84,182.60,  7.23,      5, 0.89447
SH,  2010,     3,   200,   500, 466.82,324.26,326.76, 93.36,     17, 0.66428
SH,  2010,     3,    20,   200, 189.19, 16.13,164.50, 16.99,     10, 0.97475
SH,  2010,     4,   200,   500, 267.31, 88.88,288.26, 78.85,     23, 0.1411
SH,  2010,     4,    20,   200, 227.34, 89.02,153.29, 16.82,      7, 0.87144
SH,  2010,     5,    20,   200, 123.33, 38.03,127.29, 31.44,     31, 0.9677
SH,  2010,     6,    20,   200,  41.16, 18.34, 58.67, 10.78,     30, 0.96558
SH,  2010,     7,    20,   200,  11.17,  2.50, 29.19,  5.75,     31, 0.8097
SH,  2010,     8,     0,    20,   9.11,  0.17, 15.23,  2.33,     31, 0.94288
SH,  2010,     9,     0,    20,   8.89,  0.09, 12.87,  1.63,     30, -0.85303
SH,  2011,    10,    20,   200,  23.51, 10.50, 20.60,  0.55,      5, 0.6356
SH,  2011,    10,     0,    20,  18.18,  7.40, 18.36,  1.03,     28, 0.53767
SH,  2011,    11,    20,   200,  19.67,  6.45, 21.00,  1.55,     11, 0.076759
SH,  2011,    11,     0,    20,  21.43,  6.97, 18.76,  0.83,     25, -0.22486
SH,  2011,    12,     0,    20,  13.99,  1.44, 17.94,  0.68,     31, 0.064611
SH,  2011,     1,   200,   500, 194.34,  1.20,311.25,103.61,      4, 0.8374
SH,  2011,     1,    20,   200, 108.82, 45.41, 98.36, 40.01,     25, 0.98061
SH,  2011,     2,   200,   500, 503.46,220.02,356.00, 77.71,      6, -0.15065
SH,  2011,     2,    20,   200,  61.10,  4.94, 60.69, 35.40,     16, -0.33284
SH,  2011,     3,   200,   500, 216.58, 80.61,281.23, 66.36,     13, 0.70298
SH,  2011,     3,    20,   200, 161.25, 18.03,176.00, 15.22,      7, 0.93952
SH,  2011,     4,   200,   500, 243.43, 34.21,299.15, 83.98,     13, 0.92516
SH,  2011,     4,    20,   200, 161.78, 36.65,155.69, 24.25,     16, 0.97564
SH,  2011,     5,    20,   200,  84.77, 16.68, 93.23, 13.79,     31, 0.27356
SH,  2011,     6,    20,   200,  73.11, 59.63, 81.17, 34.76,     29, 0.52108
SH,  2011,     7,    20,   200,  13.87,  3.31, 35.29,  6.10,     31, 0.88159
SH,  2011,     8,    20,   200,  11.38,  0.05, 23.20,  1.14,     10, 0.8907
SH,  2011,     8,     0,    20,  11.12,  0.10, 16.00,  1.58,     21, 0.83587
SH,  2011,     9,     0,    20,  10.88,  0.07, 15.47,  0.97,     30, -0.53599
SH,  2012,     1,    20,   200,  53.23, 32.68, 56.20, 14.34,     10, -0.23077
SH,  2012,     1,     0,    20,  11.84,  0.15, 18.15,  0.37,     20, -0.21687
