Gage, Year, Month, Cutoff Low (cfs), Cutoff High (cfs), Average Simulated (cfs), Standard Deviation Simulated (cfs), Average Measured (cfs), Standard Deviation Measured (cfs), count, r2
Los_Padres_Res,  2002,     1,    20,   200, 146.52, 46.15, 73.86, 36.82,     28, 0.93766
Los_Padres_Res,  2002,     2,    20,   200,  79.75, 14.91, 45.54,  9.12,     28, -0.06288
Los_Padres_Res,  2002,     3,    20,   200,  60.67, 10.71, 54.52, 18.03,     31, -0.094071
Los_Padres_Res,  2002,     4,    20,   200,  27.86, 11.90, 38.93,  8.53,     30, 0.98225
Los_Padres_Res,  2002,     5,    20,   200,  12.25,  3.74, 24.16,  3.64,     25, 0.23605
Los_Padres_Res,  2002,     5,     0,    20,  11.94,  2.67, 19.10,  0.88,     10, -0.62332
Los_Padres_Res,  2002,     6,     0,    20,   9.57,  2.44, 14.83,  1.32,     30, 0.85604
Los_Padres_Res,  2002,     7,     0,    20,   7.00,  0.00, 10.18,  1.54,     31, -1.985e-15
Los_Padres_Res,  2002,     8,     0,    20,   7.00,  0.00,  7.32,  0.37,     31, -4.5962e-15
Los_Padres_Res,  2002,     9,     0,    20,   3.03,  3.53,  6.68,  0.14,     30, 0.7092
Los_Padres_Res,  2003,    10,     0,    20,  10.00,  0.00,  7.96,  0.67,     31, 4.8601e-15
Los_Padres_Res,  2003,    11,     0,    20,  10.00,  0.00,  7.79,  0.34,     30, -1.6673e-15
Los_Padres_Res,  2003,    12,     0,    20,   8.09,  1.71,  8.70,  0.52,     28, -0.67495
Los_Padres_Res,  2003,     1,   200,   500, 494.41, 91.44,248.60, 50.89,      5, -0.65945
Los_Padres_Res,  2003,     1,    20,   200, 282.21,112.22,109.70, 38.76,     27, 0.81038
Los_Padres_Res,  2003,     2,    20,   200,  95.08, 16.01, 51.61,  6.43,     28, -0.1964
Los_Padres_Res,  2003,     3,    20,   200,  89.84, 38.51, 58.27, 25.63,     30, 0.95074
Los_Padres_Res,  2003,     4,    20,   200, 118.48, 45.73, 78.34, 30.64,     29, 0.87449
Los_Padres_Res,  2003,     5,    20,   200, 105.35, 46.44, 75.97, 23.08,     31, 0.92605
Los_Padres_Res,  2003,     6,    20,   200,  15.57,  8.34, 30.82,  6.41,     28, 0.97259
Los_Padres_Res,  2003,     6,     0,    20,   5.96,  0.08, 19.33,  0.58,      3, 0.83423
Los_Padres_Res,  2003,     7,    20,   200,  10.00,  0.00, 20.00,  0.00,      4, 
Los_Padres_Res,  2003,     7,     0,    20,   9.87,  0.75, 16.32,  2.09,     31, -0.14562
Los_Padres_Res,  2003,     8,     0,    20,  10.00,  0.00, 11.83,  1.17,     31, 1.8395e-15
Los_Padres_Res,  2003,     9,     0,    20,  10.00,  0.00, 10.26,  0.93,     30, -1.9517e-16
Los_Padres_Res,  2004,    10,     0,    20,   5.87,  2.62,  7.71,  2.08,     31, -0.79955
Los_Padres_Res,  2004,    11,     0,    20,   1.66,  4.46, 13.40,  0.50,     30, 0.15666
Los_Padres_Res,  2004,    12,    20,   200,  33.96,  4.66, 31.54, 16.56,     13, -0.2715
Los_Padres_Res,  2004,    12,     0,    20,  21.23,  5.31, 15.40,  2.03,     15, 0.79418
Los_Padres_Res,  2004,     1,    20,   200, 301.93,177.97, 44.31, 31.59,     29, 0.95462
Los_Padres_Res,  2004,     2,   200,   500, 354.45,209.11,317.33, 58.16,      3, 0.88253
Los_Padres_Res,  2004,     2,    20,   200, 218.22, 68.90, 74.30, 40.10,     23, 0.7872
Los_Padres_Res,  2004,     3,    20,   200, 190.92,110.68, 78.10, 41.46,     29, 0.96394
Los_Padres_Res,  2004,     4,    20,   200,  37.93, 17.80, 28.00,  4.76,     30, 0.97327
Los_Padres_Res,  2004,     5,     0,    20,  11.06,  3.14, 16.26,  1.57,     31, -0.11585
Los_Padres_Res,  2004,     6,     0,    20,   9.57,  2.44, 10.56,  1.43,     30, 0.86959
Los_Padres_Res,  2004,     7,     0,    20,   7.00,  0.00,  7.70,  0.43,     31, -5.1006e-15
Los_Padres_Res,  2004,     8,     0,    20,   7.00,  0.00,  6.48,  0.24,     31, -1.7505e-15
Los_Padres_Res,  2004,     9,     0,    20,   7.00,  0.00,  6.74,  0.32,     30, 1.0462e-14
Los_Padres_Res,  2005,    10,     0,    20,   8.00,  0.00,  9.59,  0.22,     31, 4.2435e-15
Los_Padres_Res,  2005,    11,     0,    20,   8.00,  0.00,  8.37,  0.74,     30, 2.4525e-16
Los_Padres_Res,  2005,    12,    20,   200,  28.98, 37.33, 49.00, 20.16,      9, 0.38619
Los_Padres_Res,  2005,    12,     0,    20,   3.43,  4.06,  8.51,  1.09,     21, -0.35109
Los_Padres_Res,  2005,     1,   200,   500, 561.37, 95.91,328.11, 94.91,      9, 0.52458
Los_Padres_Res,  2005,     1,    20,   200, 388.55, 66.97,141.20, 33.08,     15, 0.27928
Los_Padres_Res,  2005,     2,   200,   500, 303.64, 44.52,342.22, 67.39,      9, 0.19084
Los_Padres_Res,  2005,     2,    20,   200, 237.24, 75.83, 94.87, 22.33,     15, 0.47745
Los_Padres_Res,  2005,     3,   200,   500, 344.98, 71.33,289.87, 65.11,     15, 0.86253
Los_Padres_Res,  2005,     3,    20,   200, 199.24, 36.96,149.69, 24.17,     13, 0.48377
Los_Padres_Res,  2005,     4,   200,   500, 321.26,  8.98,212.00, 13.11,      3, -0.99833
Los_Padres_Res,  2005,     4,    20,   200, 184.67, 71.26,123.00, 37.95,     28, 0.94093
Los_Padres_Res,  2005,     5,    20,   200,  63.38, 25.70, 61.97, 11.93,     31, 0.95764
Los_Padres_Res,  2005,     6,    20,   200,  11.61,  5.13, 33.43,  5.70,     30, 0.95097
Los_Padres_Res,  2005,     7,    20,   200,   5.62,  0.04, 20.83,  1.17,      6, 0.79989
Los_Padres_Res,  2005,     7,     0,    20,   8.52,  1.23, 16.25,  2.43,     28, -0.583
Los_Padres_Res,  2005,     8,     0,    20,   8.06,  0.25, 13.97,  1.80,     31, -0.069453
Los_Padres_Res,  2005,     9,     0,    20,   8.00,  0.00, 11.55,  1.57,     30, -4.6169e-16
Los_Padres_Res,  2006,    10,     0,    20,   9.00,  0.00,  8.98,  0.60,     31, 8.6805e-16
Los_Padres_Res,  2006,    11,     0,    20,   9.00,  0.00,  7.67,  0.96,     30, 4.0967e-16
Los_Padres_Res,  2006,    12,     0,    20,   4.94,  4.55,  5.99,  0.60,     31, 0.60572
Los_Padres_Res,  2006,     1,   200,   500, 490.90,106.88,338.00,121.58,      3, -0.85066
Los_Padres_Res,  2006,     1,    20,   200, 285.32, 79.94, 82.00, 25.62,     26, 0.91624
Los_Padres_Res,  2006,     2,    20,   200, 106.22, 30.62, 35.81,  5.86,     26, 0.9101
Los_Padres_Res,  2006,     3,   200,   500, 360.97, 44.06,272.74, 52.91,     27, -0.48747
Los_Padres_Res,  2006,     3,    20,   200, 359.64, 15.33,185.00,  9.17,      3, 0.87022
Los_Padres_Res,  2006,     4,   200,   500, 300.86, 56.77,329.85, 91.85,     13, 0.9011
Los_Padres_Res,  2006,     4,    20,   200, 177.27, 16.55,171.80, 17.36,      5, 0.98296
Los_Padres_Res,  2006,     5,    20,   200,  70.31, 31.14, 89.68, 23.52,     31, 0.9106
Los_Padres_Res,  2006,     6,    20,   200,  16.03,  9.33, 37.63, 10.08,     30, 0.97708
Los_Padres_Res,  2006,     7,    20,   200,   5.65,  0.08, 21.14,  0.69,      7, 0.92585
Los_Padres_Res,  2006,     7,     0,    20,   8.59,  1.18, 15.96,  1.59,     25, -0.70599
Los_Padres_Res,  2006,     8,     0,    20,   9.00,  0.00, 13.97,  1.52,     31, -3.4576e-16
Los_Padres_Res,  2006,     9,     0,    20,   9.00,  0.00, 11.63,  0.93,     30, -5.1925e-16
Los_Padres_Res,  2007,    10,     0,    20,   7.00,  0.00,  3.53,  0.20,     31, 7.2711e-15
Los_Padres_Res,  2007,    11,     0,    20,   7.00,  0.00,  3.25,  0.16,     30, -7.5675e-16
Los_Padres_Res,  2007,    12,     0,    20,   7.00,  0.00,  3.01,  0.09,     31, 8.0228e-16
Los_Padres_Res,  2007,     1,     0,    20,   1.26,  4.16, 13.18,  2.64,     31, -0.19432
Los_Padres_Res,  2007,     2,    20,   200,  44.88, 19.99, 56.58, 47.43,     19, 0.3509
Los_Padres_Res,  2007,     2,     0,    20,  20.76,  0.71, 11.44,  0.73,      9, 0.40584
Los_Padres_Res,  2007,     3,    20,   200,  81.56, 25.69, 36.75, 21.56,     24, 0.94193
Los_Padres_Res,  2007,     3,     0,    20,  62.57,  8.66, 18.56,  1.01,      9, -0.41107
Los_Padres_Res,  2007,     4,     0,    20,  50.92, 11.48, 13.97,  1.30,     30, 0.72583
Los_Padres_Res,  2007,     5,     0,    20,  20.14, 10.80,  7.97,  2.07,     31, 0.45885
Los_Padres_Res,  2007,     6,     0,    20,   9.57,  2.44,  6.03,  1.04,     30, -0.24283
Los_Padres_Res,  2007,     7,     0,    20,   7.00,  0.00,  5.04,  0.21,     31, -1.6719e-15
Los_Padres_Res,  2007,     8,     0,    20,   7.00,  0.00,  4.47,  0.21,     31, -2.1732e-15
Los_Padres_Res,  2007,     9,     0,    20,   7.00,  0.00,  4.19,  0.27,     30, -1.7568e-15
Los_Padres_Res,  2008,    10,     0,    20,   7.00,  0.00,  5.41,  0.16,     31, 8.7927e-15
Los_Padres_Res,  2008,    11,     0,    20,   7.00,  0.00,  5.38,  0.19,     30, 6.8985e-15
Los_Padres_Res,  2008,    12,     0,    20,   6.77,  1.26,  6.05,  0.37,     31, -0.17582
Los_Padres_Res,  2008,     1,   200,   500, 315.93,310.33,354.80, 89.23,      5, -0.8248
Los_Padres_Res,  2008,     1,    20,   200, 166.10, 51.71, 57.06, 38.89,     18, -0.22754
Los_Padres_Res,  2008,     1,     0,    20,   7.00,  0.00,  3.03,  0.23,      3, 0
Los_Padres_Res,  2008,     2,   200,   500, 470.50,122.48,272.33, 47.05,      6, -0.16289
Los_Padres_Res,  2008,     2,    20,   200, 322.02,111.31,111.86, 46.87,     21, 0.92244
Los_Padres_Res,  2008,     3,    20,   200, 161.88, 64.72, 72.90, 33.39,     31, 0.97223
Los_Padres_Res,  2008,     4,    20,   200,  39.38, 17.30, 30.67,  5.75,     30, 0.98852
Los_Padres_Res,  2008,     5,    20,   200,  13.71,  1.61, 21.17,  0.75,      6, 0.91641
Los_Padres_Res,  2008,     5,     0,    20,   9.62,  3.48, 16.58,  1.81,     26, -0.39545
Los_Padres_Res,  2008,     6,     0,    20,   9.33,  2.34, 11.43,  0.97,     30, 0.69302
Los_Padres_Res,  2008,     7,     0,    20,   7.00,  0.00,  8.18,  1.15,     31, -2.1626e-15
Los_Padres_Res,  2008,     8,     0,    20,   7.00,  0.00,  6.13,  0.34,     31, 8.4444e-15
Los_Padres_Res,  2008,     9,     0,    20,   7.00,  0.00,  5.75,  0.48,     30, 1.0702e-15
Los_Padres_Res,  2009,    10,    20,   200,  20.57, 12.93, 51.31, 28.57,     16, -0.60278
Los_Padres_Res,  2009,    10,     0,    20,   7.00,  0.00,  8.53,  0.09,     12, -5.3559e-15
Los_Padres_Res,  2009,    11,    20,   200,  12.61,  3.04, 23.29,  2.61,     24, 0.93319
Los_Padres_Res,  2009,    11,     0,    20,   9.80,  0.37, 19.00,  0.94,     10, 0.093606
Los_Padres_Res,  2009,    12,    20,   200,  48.20, 18.30, 57.18, 33.67,     22, 0.11455
Los_Padres_Res,  2009,    12,     0,    20,  11.15,  2.69, 17.50,  0.53,      8, 0.61775
Los_Padres_Res,  2009,     1,    20,   200,   0.00,  0.00, 25.00,  2.97,      6, 
Los_Padres_Res,  2009,     1,     0,    20,   0.30,  1.50,  6.96,  2.55,     25, 0.98524
Los_Padres_Res,  2009,     2,   200,   500, 421.85,178.08,331.50,111.87,      8, 0.13207
Los_Padres_Res,  2009,     2,    20,   200, 165.77,166.55, 81.14, 59.98,     14, 0.93217
Los_Padres_Res,  2009,     2,     0,    20,  36.25,  4.51, 17.00,  1.41,      4, -0.52442
Los_Padres_Res,  2009,     3,   200,   500, 499.69,121.92,297.00, 80.89,      5, 0.99045
Los_Padres_Res,  2009,     3,    20,   200, 226.97, 49.38,108.76, 33.68,     21, 0.94688
Los_Padres_Res,  2009,     4,    20,   200,  76.34, 34.35, 50.37, 10.25,     30, 0.9207
Los_Padres_Res,  2009,     5,    20,   200,  17.70,  8.45, 30.06,  6.24,     31, 0.81321
Los_Padres_Res,  2009,     6,    20,   200,   5.14,  0.48, 22.06,  1.65,     16, 0.82097
Los_Padres_Res,  2009,     6,     0,    20,   7.02,  2.95, 16.72,  2.42,     18, -0.2795
Los_Padres_Res,  2009,     7,     0,    20,   7.00,  0.00, 12.65,  0.91,     31, -7.6423e-16
Los_Padres_Res,  2009,     8,     0,    20,   7.00,  0.00,  9.24,  0.63,     31, 1.1977e-15
Los_Padres_Res,  2009,     9,     0,    20,   7.00,  0.00,  8.72,  0.19,     30, -8.5796e-15
Los_Padres_Res,  2010,     1,   200,   500, 468.51,162.27,335.67, 76.25,      9, 0.12943
Los_Padres_Res,  2010,     1,    20,   200,  44.04,  8.32, 39.59,  6.46,     17, 0.44222
Los_Padres_Res,  2010,     2,   200,   500, 341.03, 82.60,289.00, 84.15,     14, -0.29611
Los_Padres_Res,  2010,     2,    20,   200, 261.93, 47.64,151.50, 24.82,     14, 0.79027
Los_Padres_Res,  2010,     3,   200,   500, 353.23, 61.80,270.38, 55.30,     13, 0.38577
Los_Padres_Res,  2010,     3,    20,   200, 203.02, 74.68,137.94, 28.05,     18, 0.96618
Los_Padres_Res,  2010,     4,   200,   500, 290.24,131.16,258.17, 48.62,      6, -0.21451
Los_Padres_Res,  2010,     4,    20,   200, 203.48, 56.68,148.76, 31.54,     25, 0.55683
Los_Padres_Res,  2010,     5,    20,   200,  79.23, 42.74, 87.68, 18.01,     31, 0.98608
Los_Padres_Res,  2010,     6,    20,   200,  15.22,  9.07, 44.07,  9.06,     30, 0.97783
Los_Padres_Res,  2010,     7,    20,   200,   6.34,  1.57, 24.55,  3.65,     22, -0.81695
Los_Padres_Res,  2010,     7,     0,    20,   8.00,  0.00, 18.79,  1.12,     14, 9.3908e-16
Los_Padres_Res,  2010,     8,     0,    20,   8.00,  0.00, 14.00,  1.13,     31, 0
Los_Padres_Res,  2010,     9,     0,    20,   8.00,  0.00, 13.83,  1.62,     30, -5.2025e-16
DJ,  1992,    10,     0,    20,  20.60,  0.25,  1.95,  0.46,     31, 0.34398
DJ,  1992,    11,     0,    20,  28.14, 14.79,  1.85,  0.35,     30, 0.622
DJ,  1992,    12,    20,   200,  97.03, 61.88,119.67, 77.80,      3, 0.93922
DJ,  1992,    12,     0,    20,  25.02,  1.04,  3.70,  0.94,     28, 0.47438
DJ,  1993,    10,     0,    20,  18.75,  1.99,  3.60,  0.25,     31, 0.3693
DJ,  1993,    11,     0,    20,  22.24, 21.66,  4.49,  0.68,     30, 0.048156
DJ,  1993,    12,     0,    20,  26.61, 13.03,  6.24,  0.80,     31, 0.091768
DJ,  1993,     1,   200,   500, 797.20,347.51,377.11, 72.50,      9, 0.26779
DJ,  1993,     1,    20,   200, 137.14,  2.20,137.20, 39.09,      5, -0.78808
DJ,  1993,     2,   200,   500, 544.18,190.84,294.57, 76.40,     14, 0.031354
DJ,  1993,     2,    20,   200, 354.97, 18.75,183.75, 13.15,      4, 0.93334
DJ,  1993,     3,   200,   500, 343.84,120.01,297.50, 78.79,     20, 0.75488
DJ,  1993,     3,    20,   200, 218.31, 25.40,181.00, 10.79,      6, -0.27714
DJ,  1993,     4,    20,   200, 161.79, 95.67,121.34, 31.81,     29, 0.88236
DJ,  1993,     5,    20,   200,  44.80, 10.07, 47.13, 15.07,     31, 0.95492
DJ,  1993,     6,    20,   200,  24.13,  2.03, 32.92, 12.45,     25, 0.82969
DJ,  1993,     6,     0,    20,  19.50,  0.49, 17.50,  1.87,      6, 0.75748
DJ,  1993,     7,     0,    20,  19.64,  1.15,  9.64,  2.71,     31, 0.57175
DJ,  1993,     8,     0,    20,  16.75,  0.34,  4.54,  0.46,     31, -0.45584
DJ,  1993,     9,     0,    20,  22.56, 16.85,  3.76,  0.38,     30, -0.63566
DJ,  1994,    10,     0,    20,  16.29,  0.33,  1.13,  0.13,     31, -0.70084
DJ,  1994,    11,     0,    20,  17.69,  0.89,  1.38,  0.27,     30, 0.88146
DJ,  1994,    12,     0,    20,  19.14,  0.13,  2.50,  0.25,     31, 0.12405
DJ,  1994,     1,    20,   200,  24.18,  1.42, 28.50,  5.92,      6, 0.56932
DJ,  1994,     1,     0,    20,  26.75,  5.17,  6.58,  1.86,     25, 0.41987
DJ,  1994,     2,   200,   500, 404.16,115.23,262.75, 39.81,      4, 0.13771
DJ,  1994,     2,    20,   200, 183.58,199.12, 95.41, 46.52,     17, 0.44836
DJ,  1994,     2,     0,    20,  25.65,  0.72, 16.00,  1.79,      6, -0.85917
DJ,  1994,     3,    20,   200, 195.78, 79.74, 37.90, 17.63,     30, 0.93505
DJ,  1994,     3,     0,    20,  79.07,  0.30, 19.33,  1.15,      3, 0.57852
DJ,  1994,     4,     0,    20,  60.30, 13.53, 15.47,  2.05,     30, 0.5705
DJ,  1994,     5,     0,    20,  56.44, 12.08, 14.19,  1.82,     31, 0.62145
DJ,  1994,     6,     0,    20,  22.70,  3.31,  5.29,  2.63,     30, 0.81868
DJ,  1994,     7,     0,    20,  16.20,  0.51,  1.61,  0.33,     31, 0.79614
DJ,  1994,     8,     0,    20,  15.33,  0.33,  1.08,  0.07,     31, 0.32798
DJ,  1994,     9,     0,    20,  15.53,  0.05,  1.12,  0.05,     30, -0.28847
DJ,  1995,    10,     0,    20,  15.03,  0.39,  8.28,  0.41,     31, 0.32605
DJ,  1995,    11,     0,    20,  17.76, 11.18,  9.36,  0.47,     30, 0.26389
DJ,  1995,    12,    20,   200,  28.71, 16.81, 37.05, 12.04,     20, -0.56916
DJ,  1995,    12,     0,    20,  15.88,  0.10, 10.36,  0.50,     11, -0.10201
DJ,  1995,     1,     0,    20,  19.37,  0.06,  3.92,  2.39,      4, 0.71514
DJ,  1995,     2,   200,   500, 700.04,133.82,291.00, 83.70,     11, 0.51945
DJ,  1995,     2,    20,   200, 276.66,120.61,143.82, 28.40,     17, 0.81157
DJ,  1995,     3,    20,   200, 145.25,  0.22,145.12, 28.82,      8, -0.75912
DJ,  1995,     4,   200,   500, 482.94,389.17,304.35, 84.15,     20, 0.83927
DJ,  1995,     4,    20,   200, 186.83, 37.67,166.89, 12.69,      9, 0.39499
DJ,  1995,     5,   200,   500, 154.30,  7.47,237.25, 32.30,      4, -0.29903
DJ,  1995,     5,    20,   200, 147.36, 28.12,154.41, 31.18,     27, 0.35082
DJ,  1995,     6,    20,   200,  48.92, 17.37, 74.77, 17.88,     30, 0.68187
DJ,  1995,     7,    20,   200,  21.14,  4.58, 29.00,  7.95,     25, 0.98642
DJ,  1995,     7,     0,    20,  17.67,  1.42, 17.67,  2.24,      9, -0.5007
DJ,  1995,     8,     0,    20,  15.50,  0.89, 10.07,  1.89,     31, -0.0001218
DJ,  1995,     9,     0,    20,  15.19,  0.10,  9.01,  0.81,     30, -0.56653
DJ,  1996,    10,     0,    20,  14.08,  0.83,  7.27,  0.41,     31, 0.3299
DJ,  1996,    11,    20,   200,  17.21,  0.75, 30.57,  8.07,     14, 0.1143
DJ,  1996,    11,     0,    20,  15.73,  0.35,  6.93,  0.60,     16, -0.43345
DJ,  1996,    12,   200,   500, 474.37, 69.44,289.30, 67.86,     10, -0.48254
DJ,  1996,    12,    20,   200, 165.02,205.29, 73.57, 65.12,     14, 0.97604
DJ,  1996,     1,    20,   200,  76.29, 47.31, 84.42, 61.67,     24, 0.79098
DJ,  1996,     1,     0,    20,  41.55,  4.59, 19.00,  0.82,      7, 0.62117
DJ,  1996,     2,   200,   500, 364.31,129.57,327.43,101.27,      7, -0.1131
DJ,  1996,     2,    20,   200, 237.07,  9.67,149.14, 17.84,      7, 0.90206
DJ,  1996,     3,   200,   500, 404.05,119.28,324.12, 85.87,     17, 0.86469
DJ,  1996,     3,    20,   200, 207.17, 11.20,186.00, 11.80,      6, 0.77251
DJ,  1996,     4,   200,   500, 188.12,  7.26,236.33, 36.36,      3, 0.20306
DJ,  1996,     4,    20,   200, 165.21, 62.67,128.26, 27.14,     27, 0.79265
DJ,  1996,     5,    20,   200,  53.32, 16.11, 78.74, 26.55,     31, -0.51199
DJ,  1996,     6,    20,   200,  33.64,  8.56, 34.69, 11.13,     16, 0.9688
DJ,  1996,     6,     0,    20,  19.95,  2.49, 17.53,  1.19,     15, 0.88379
DJ,  1996,     7,     0,    20,  16.93,  8.15, 13.75,  2.33,     31, 0.20156
DJ,  1996,     8,     0,    20,  14.51,  0.30,  7.65,  0.81,     31, -0.32412
DJ,  1996,     9,     0,    20,  14.76,  0.18,  7.62,  1.02,     30, -0.025507
DJ,  1997,    10,     0,    20,  10.22,  0.41,  3.76,  0.50,     31, -0.80508
DJ,  1997,    11,    20,   200,  18.22,  4.28, 48.60, 13.28,      5, -0.39123
DJ,  1997,    11,     0,    20,  10.93,  0.83,  5.50,  2.17,     25, 0.79385
DJ,  1997,    12,    20,   200, 361.41,154.87, 89.03, 44.22,     29, 0.46306
DJ,  1997,     1,   200,   500, 497.25, 52.24,372.42, 73.29,     12, 0.24494
DJ,  1997,     2,   200,   500, 787.70,141.34,292.21, 76.93,     14, 0.95801
DJ,  1997,     2,    20,   200, 274.58,126.99,163.40, 13.60,     10, 0.96417
DJ,  1997,     3,    20,   200,  99.21, 45.38, 96.77, 23.88,     31, 0.97229
DJ,  1997,     4,    20,   200,  28.46,  7.80, 47.27,  7.67,     30, 0.9317
DJ,  1997,     5,    20,   200,  19.64,  1.58, 27.78,  5.09,     18, -0.44019
DJ,  1997,     5,     0,    20,  19.09,  0.33, 17.00,  1.96,     14, 0.65539
DJ,  1997,     6,     0,    20,  15.96,  2.72, 10.54,  2.67,     30, 0.96102
DJ,  1997,     7,     0,    20,  10.05,  0.30,  5.63,  0.26,     31, 0.78134
DJ,  1997,     8,     0,    20,  18.08, 44.74,  4.91,  0.40,     31, -0.098374
DJ,  1997,     9,     0,    20,   9.53,  0.20,  4.73,  0.13,     30, 0.28462
DJ,  1998,    10,    20,   200,  15.42,  0.23, 21.76,  1.20,     25, 0.26197
DJ,  1998,    10,     0,    20,  15.45,  0.10, 19.10,  0.88,     10, -0.65469
DJ,  1998,    11,    20,   200,  16.52,  0.33, 26.30,  6.05,     30, 0.18818
DJ,  1998,    12,    20,   200,  13.50,  4.40, 50.87, 19.06,     31, 0.5596
DJ,  1998,     1,   200,   500, 447.52,141.66,349.15, 98.94,     13, 0.4814
DJ,  1998,     1,    20,   200, 284.98, 13.36,104.29, 52.85,      7, -0.87102
DJ,  1998,     3,   200,   500, 369.97,167.23,354.18, 63.79,     17, 0.82752
DJ,  1998,     4,   200,   500, 532.00,108.48,346.43, 72.37,     14, 0.56377
DJ,  1998,     5,   200,   500, 186.58, 33.84,256.72, 37.53,     25, 0.31529
DJ,  1998,     5,    20,   200, 132.32,  6.95,192.67,  4.13,      6, -0.056366
DJ,  1998,     6,    20,   200,  67.01, 28.86,138.37, 23.67,     30, 0.93396
DJ,  1998,     7,    20,   200,  20.78,  6.80, 67.71, 16.80,     31, 0.88021
DJ,  1998,     8,    20,   200,  15.85,  0.22, 29.80,  7.44,     30, 0.091643
DJ,  1998,     9,    20,   200,  15.59,  0.08, 21.33,  0.82,      6, 0.82333
DJ,  1998,     9,     0,    20,  15.08,  0.25, 17.08,  0.95,     25, 0.24477
DJ,  1999,    10,     0,    20,  12.08,  0.44,  5.77,  0.40,     31, 0.70933
DJ,  1999,    11,     0,    20,  13.90,  0.77,  8.85,  1.16,     30, 0.49833
DJ,  1999,    12,     0,    20,  12.87,  3.97,  9.58,  0.45,     31, 0.78121
DJ,  1999,     1,    20,   200,  27.68, 18.19, 73.10, 54.70,     31, 0.53421
DJ,  1999,     2,   200,   500, 391.18,  2.57,288.80, 80.95,      5, 0.37385
DJ,  1999,     2,    20,   200, 238.41,133.48,146.52, 25.01,     21, 0.22865
DJ,  1999,     3,   200,   500, 322.15, 52.73,276.43, 50.31,      7, -0.70298
DJ,  1999,     3,    20,   200, 254.41, 52.92,128.67, 28.42,     24, -0.65032
DJ,  1999,     4,   200,   500, 308.05, 71.90,249.73, 48.10,     15, 0.3708
DJ,  1999,     4,    20,   200, 254.39, 50.85,164.40, 24.80,     15, 0.70104
DJ,  1999,     5,    20,   200,  75.09, 60.02, 71.65, 20.28,     31, 0.93516
DJ,  1999,     6,    20,   200,  19.89,  1.92, 34.66,  8.54,     29, 0.90426
DJ,  1999,     7,     0,    20,  13.93,  0.50, 12.22,  2.95,     31, 0.76833
DJ,  1999,     8,     0,    20,  13.11,  0.53,  5.85,  1.23,     31, 0.34901
DJ,  1999,     9,     0,    20,  12.24,  0.08,  6.13,  0.61,     30, 0.80432
DJ,  2000,    10,    20,   200,  13.65,  0.27, 22.00,  1.73,      3, -0.85767
DJ,  2000,    10,     0,    20,  12.77,  0.62, 10.77,  3.17,     29, 0.70853
DJ,  2000,    11,     0,    20,  11.14,  3.81, 16.00,  1.71,     29, 0.55309
DJ,  2000,    12,     0,    20,  14.16,  0.20, 15.16,  0.82,     31, -0.13062
DJ,  2000,     1,   200,   500,  24.92, 16.73,393.00,106.78,      3, -0.67794
DJ,  2000,     1,    20,   200,  37.63, 48.88, 91.56, 81.71,      9, 0.75576
DJ,  2000,     1,     0,    20,   5.76,  0.29,  9.92,  1.25,     17, 0.15631
DJ,  2000,     2,   200,   500, 562.76,227.75,387.43, 68.15,      7, 0.85799
DJ,  2000,     2,    20,   200, 145.24, 13.64,113.90, 15.65,     10, 0.51817
DJ,  2000,     3,   200,   500, 607.17,170.75,340.87, 90.02,     15, 0.89307
DJ,  2000,     3,    20,   200, 255.44, 13.84,162.70, 20.59,     10, 0.93606
DJ,  2000,     4,    20,   200, 155.77, 59.08,103.34, 19.31,     29, 0.27599
DJ,  2000,     5,    20,   200,  61.32, 26.84, 59.45, 11.96,     31, 0.94345
DJ,  2000,     6,    20,   200,  16.60,  4.96, 30.44,  6.53,     27, 0.87064
DJ,  2000,     6,     0,    20,  11.40,  0.13, 18.25,  1.71,      4, 0.98961
DJ,  2000,     7,     0,    20,  12.51,  0.98, 14.84,  2.05,     31, -0.025941
DJ,  2000,     8,     0,    20,  11.95,  0.12,  7.51,  1.28,     31, -0.12165
DJ,  2000,     9,     0,    20,  14.92,  9.35,  6.40,  0.44,     30, -0.037223
DJ,  2001,    10,     0,    20,  10.94,  0.32,  4.36,  0.28,     31, 0.39234
DJ,  2001,    11,    20,   200,  13.74,  0.05, 21.67,  2.08,      3, -0.81102
DJ,  2001,    11,     0,    20,  12.15,  0.75,  8.49,  4.08,     28, 0.82295
DJ,  2001,    12,   200,   500, 159.54, 99.20,294.00, 70.76,      7, -0.36289
DJ,  2001,    12,    20,   200, 112.33, 79.94, 80.78, 39.48,     23, 0.16274
DJ,  2001,     1,   200,   500,  98.32, 55.94,272.33,120.11,      3, -0.64302
DJ,  2001,     1,    20,   200, 139.35, 71.80, 83.86, 43.76,     21, -0.12707
DJ,  2001,     1,     0,    20,  14.94,  1.93, 15.62,  1.85,      8, 0.71932
DJ,  2001,     2,   200,   500, 438.53,136.21,293.31, 42.13,     13, 0.18946
DJ,  2001,     2,    20,   200, 282.10,115.42, 95.87, 41.98,     15, 0.79995
DJ,  2001,     3,   200,   500, 543.00, 81.59,264.40, 74.59,     10, 0.91436
DJ,  2001,     3,    20,   200, 300.93, 38.62,132.67, 26.42,     15, 0.97818
DJ,  2001,     4,    20,   200, 179.64, 48.02, 95.53, 19.60,     30, -0.077633
