Gage, Time Start, Time Stop, Cutoff min (cfs), Cutoff max (cfs), Average Simulated (cfs), Standard Deviation Simulated (cfs), Average Measured (cfs), Standard Deviation Measured (cfs), count, r2
NC,01-Oct-2009,30-Sep-2010,   0,  20,  4.58,  3.76,  9.58,  7.25,   125,0.6593
NC,01-Oct-2009,30-Sep-2010,  20, 200, 51.75, 65.13, 75.71, 50.51,   150,0.8292
NC,01-Oct-2009,30-Sep-2010, 200, 500,457.28,154.29,316.45, 81.80,    74,0.4412
RR,01-Oct-1992,30-Sep-1993,   0,10000,183.46,334.28,150.59,351.97,   365,0.8005
RR,01-Oct-1992,30-Sep-1993,   0,  20, 20.77, 10.52,  5.35,  3.67,   184,-0.1105
RR,01-Oct-1992,30-Sep-1993,  20, 200, 98.90, 97.85, 81.34, 56.83,   112,0.8885
RR,01-Oct-1992,30-Sep-1993, 200, 500,498.45,223.45,297.11, 76.73,    45,0.4022
RR,01-Oct-1993,30-Sep-1994,   0,10000, 50.02, 75.93, 16.29, 35.50,   365,0.7196
RR,01-Oct-1993,30-Sep-1994,   0,  20, 26.92, 18.61,  6.67,  4.85,   309,0.8156
RR,01-Oct-1993,30-Sep-1994,  20, 200,167.60,123.83, 57.13, 41.77,    53,0.4429
RR,01-Oct-1993,30-Sep-1994, 200, 500,352.21,107.19,286.33,111.54,     3,-0.1594
RR,01-Oct-1994,30-Sep-1995,   0,10000,212.81,353.06,214.04,601.69,   365,0.5044
RR,01-Oct-1994,30-Sep-1995,   0,  20, 15.87,  1.43,  6.42,  3.97,   170,-0.2522
RR,01-Oct-1994,30-Sep-1995,  20, 200,129.67,107.57,107.08, 46.15,   125,0.7326
RR,01-Oct-1994,30-Sep-1995, 200, 500,635.78,307.51,317.97, 95.07,    34,0.7025
RR,01-Oct-1995,30-Sep-1996,   0,10000, 98.89,164.02,103.59,198.52,   366,0.8065
RR,01-Oct-1995,30-Sep-1996,   0,  20, 16.08,  6.88, 10.33,  3.23,   190,0.4938
RR,01-Oct-1995,30-Sep-1996,  20, 200, 84.46, 68.27, 82.90, 51.21,   124,0.8659
RR,01-Oct-1995,30-Sep-1996, 200, 500,360.13,156.02,327.22, 96.35,    36,0.6666
RR,01-Oct-1996,30-Sep-1997,   0,10000,136.48,246.74,137.22,322.35,   365,0.7267
RR,01-Oct-1996,30-Sep-1997,   0,  20, 12.42,  3.34, 10.21,  4.22,   199,0.6463
RR,01-Oct-1996,30-Sep-1997,  20, 200,109.28,154.01, 72.47, 48.23,   113,0.8129
RR,01-Oct-1996,30-Sep-1997, 200, 500,536.11,131.17,328.34, 81.09,    29,0.1937
RR,01-Oct-1997,30-Sep-1998,   0,10000,301.10,510.87,345.73,780.15,   365,0.6935
RR,01-Oct-1997,30-Sep-1998,   0,  20, 11.28,  2.14,  8.56,  6.44,    76,0.9758
RR,01-Oct-1997,30-Sep-1998,  20, 200, 94.06,129.06, 77.64, 54.11,   156,0.3340
RR,01-Oct-1997,30-Sep-1998, 200, 500,346.67,161.53,347.75, 84.03,    75,0.6138
RR,01-Oct-1998,30-Sep-1999,   0,10000, 76.54,108.08, 75.48,104.65,   365,0.6819
RR,01-Oct-1998,30-Sep-1999,   0,  20, 13.32,  0.59, 10.17,  4.56,   105,0.8648
RR,01-Oct-1998,30-Sep-1999,  20, 200, 74.87, 96.54, 71.00, 47.41,   239,0.7382
RR,01-Oct-1998,30-Sep-1999, 200, 500,307.44, 67.47,285.89, 83.74,    27,0.2530
RR,01-Oct-1999,30-Sep-2000,   0,10000, 96.12,181.98,105.72,228.20,   366,0.6560
RR,01-Oct-1999,30-Sep-2000,   0,  20, 11.79,  2.57, 10.11,  2.80,   204,-0.2820
RR,01-Oct-1999,30-Sep-2000,  20, 200, 88.92, 75.83, 81.34, 49.73,   115,0.8987
RR,01-Oct-1999,30-Sep-2000, 200, 500,442.31,220.22,348.62, 92.11,    24,0.6369
RR,01-Oct-2000,30-Sep-2001,   0,10000, 93.90,150.99, 65.17,142.03,   365,0.7290
RR,01-Oct-2000,30-Sep-2001,   0,  20, 11.26,  2.21, 10.98,  4.27,   201,0.2450
RR,01-Oct-2000,30-Sep-2001,  20, 200,137.48,113.35, 73.84, 41.14,   142,0.7813
RR,01-Oct-2000,30-Sep-2001, 200, 500,437.37,156.42,289.05, 73.55,    21,0.1721
RR,01-Oct-2001,30-Sep-2002,   0,10000, 54.03, 68.55, 44.00, 64.55,   365,0.6529
RR,01-Oct-2001,30-Sep-2002,   0,  20,  9.81,  2.55,  7.40,  4.21,   176,0.6271
RR,01-Oct-2001,30-Sep-2002,  20, 200, 87.55, 66.57, 60.12, 28.36,   177,0.6773
RR,01-Oct-2001,30-Sep-2002, 200, 500,207.83, 96.62,299.67, 74.73,    12,-0.1160
RR,01-Oct-2002,30-Sep-2003,   0,10000,128.71,187.12, 83.65,125.60,   365,0.7488
RR,01-Oct-2002,30-Sep-2003,   0,  20, 13.41, 12.04, 10.66,  5.04,   136,0.7371
RR,01-Oct-2002,30-Sep-2003,  20, 200,135.31,118.99, 79.53, 44.90,   202,0.8431
RR,01-Oct-2002,30-Sep-2003, 200, 500,526.79,238.72,313.16, 91.61,    25,0.4741
RR,01-Oct-2003,30-Sep-2004,   0,10000,109.72,194.31, 52.43,137.17,   366,0.5633
RR,01-Oct-2003,30-Sep-2004,   0,  20, 11.40,  2.60,  7.38,  3.34,   210,0.6929
RR,01-Oct-2003,30-Sep-2004,  20, 200,193.62,200.90, 60.22, 40.13,   138,0.7234
RR,01-Oct-2003,30-Sep-2004, 200, 500,599.75,189.61,305.14, 87.21,    14,-0.2568
RR,01-Oct-2004,30-Sep-2005,   0,10000,180.65,260.51,158.04,271.05,   365,0.7148
RR,01-Oct-2004,30-Sep-2005,   0,  20,  9.91,  4.19, 12.96,  4.58,   146,-0.0175
RR,01-Oct-2004,30-Sep-2005,  20, 200,131.60,169.63, 87.77, 57.46,   140,0.8227
RR,01-Oct-2004,30-Sep-2005, 200, 500,488.70,173.82,313.07, 86.91,    56,0.5178
RR,01-Oct-2005,30-Sep-2006,   0,10000,163.26,235.43,152.14,291.80,   365,0.6950
RR,01-Oct-2005,30-Sep-2006,   0,  20, 11.35,  1.05, 11.22,  2.62,   154,0.1850
RR,01-Oct-2005,30-Sep-2006,  20, 200,129.96,148.90, 82.78, 45.21,   138,0.5295
RR,01-Oct-2005,30-Sep-2006, 200, 500,487.35,173.40,363.68, 75.94,    53,0.5030
RR,01-Oct-2006,30-Sep-2007,   0,10000, 25.65, 31.21, 16.89, 27.13,   365,0.5990
RR,01-Oct-2006,30-Sep-2007,   0,  20, 16.57, 17.40,  8.58,  5.73,   292,0.5272
RR,01-Oct-2006,30-Sep-2007,  20, 200, 55.87, 45.92, 40.67, 29.47,    83,0.5526
RR,01-Oct-2007,30-Sep-2008,   0,10000,108.20,214.22, 67.61,176.22,   366,0.7411
RR,01-Oct-2007,30-Sep-2008,   0,  20, 10.19,  2.23,  6.25,  4.76,   234,0.6884
RR,01-Oct-2007,30-Sep-2008,  20, 200,176.65,137.38, 75.79, 44.33,   107,0.9172
RR,01-Oct-2007,30-Sep-2008, 200, 500,691.03,203.64,331.78, 96.51,    18,0.5193
RR,01-Oct-2008,30-Sep-2009,   0,10000, 85.78,196.30, 63.44,173.60,   365,0.7245
RR,01-Oct-2008,30-Sep-2009,   0,  20,  8.97,  2.09,  8.24,  3.68,   225,-0.0102
RR,01-Oct-2008,30-Sep-2009,  20, 200, 97.69,116.45, 62.20, 43.06,   115,0.9705
RR,01-Oct-2008,30-Sep-2009, 200, 500,631.98,250.88,299.79, 93.34,    19,0.3638
RR,01-Oct-2009,30-Sep-2010,   0,10000,144.61,211.81,144.40,208.76,   365,0.8186
RR,01-Oct-2009,30-Sep-2010,   0,  20,  9.73,  0.43, 11.97,  3.03,    73,0.7468
RR,01-Oct-2009,30-Sep-2010,  20, 200, 51.00, 60.83, 69.54, 49.74,   200,0.8361
RR,01-Oct-2009,30-Sep-2010, 200, 500,411.28,148.81,320.23, 81.15,    75,0.4585
SH,01-Oct-1992,30-Sep-1993,   0,10000, 26.56, 22.20, 18.92, 29.09,   257,0.8284
SH,01-Oct-1992,30-Sep-1993,   0,  20, 19.80,  9.77,  6.41,  2.90,   185,-0.1174
SH,01-Oct-1992,30-Sep-1993,  20, 200, 42.43, 31.90, 48.03, 32.85,    72,0.8981
SH,01-Oct-1993,30-Sep-1994,   0,10000, 38.31, 45.48, 11.14, 14.64,   353,0.6183
SH,01-Oct-1993,30-Sep-1994,   0,  20, 26.47, 19.09,  7.09,  3.79,   312,0.8013
SH,01-Oct-1993,30-Sep-1994,  20, 200,125.88, 77.03, 40.93, 25.76,    43,0.0044
SH,01-Oct-1994,30-Sep-1995,   0,10000, 64.12,121.79, 54.62, 84.70,   280,0.9080
SH,01-Oct-1994,30-Sep-1995,   0,  20, 15.10,  1.14,  6.85,  4.18,   175,-0.0015
SH,01-Oct-1994,30-Sep-1995,  20, 200, 89.73, 65.11, 96.95, 50.85,    88,0.8956
SH,01-Oct-1994,30-Sep-1995, 200, 500,392.00,263.83,294.84, 82.50,    19,0.9109
SH,01-Oct-1995,30-Sep-1996,   0,10000, 37.92, 47.00, 38.03, 61.77,   306,0.7326
SH,01-Oct-1995,30-Sep-1996,   0,  20, 15.76,  5.69, 10.83,  3.55,   193,0.6232
SH,01-Oct-1995,30-Sep-1996,  20, 200, 72.52, 59.17, 74.52, 44.55,   112,0.8207
SH,01-Oct-1996,30-Sep-1997,   0,10000, 25.92, 37.50, 25.34, 31.69,   293,0.9406
SH,01-Oct-1996,30-Sep-1997,   0,  20, 12.03,  3.11,  8.21,  3.80,   189,0.8116
SH,01-Oct-1996,30-Sep-1997,  20, 200, 49.60, 53.71, 54.80, 36.09,   109,0.9736
SH,01-Oct-1997,30-Sep-1998,   0,10000, 77.45,112.01, 59.27, 63.80,   249,0.5279
SH,01-Oct-1997,30-Sep-1998,   0,  20, 11.91,  2.35,  9.75,  5.48,   102,0.9419
SH,01-Oct-1997,30-Sep-1998,  20, 200,114.49,130.87, 79.31, 49.64,   137,0.3064
SH,01-Oct-1997,30-Sep-1998, 200, 500,186.86, 31.08,227.54, 14.64,    13,-0.2183
SH,01-Oct-1998,30-Sep-1999,   0,10000, 72.55,101.82, 62.19, 90.55,   365,0.6783
SH,01-Oct-1998,30-Sep-1999,   0,  20, 13.56,  0.84, 11.70,  5.12,   146,0.9521
SH,01-Oct-1998,30-Sep-1999,  20, 200, 96.57,104.30, 75.93, 51.77,   209,0.8050
SH,01-Oct-1998,30-Sep-1999, 200, 500,325.71, 60.65,290.33, 63.16,    12,-0.4776
SH,01-Oct-1999,30-Sep-2000,   0,10000, 89.86,168.06, 94.37,202.88,   366,0.6400
SH,01-Oct-1999,30-Sep-2000,   0,  20, 11.67,  3.13,  9.94,  3.24,   208,0.0107
SH,01-Oct-1999,30-Sep-2000,  20, 200, 87.29, 72.35, 76.56, 43.95,   113,0.9119
SH,01-Oct-1999,30-Sep-2000, 200, 500,458.98,209.34,352.59, 91.25,    29,0.7051
SH,01-Oct-2000,30-Sep-2001,   0,10000, 89.16,140.93, 62.35,128.20,   365,0.7482
SH,01-Oct-2000,30-Sep-2001,   0,  20, 11.95,  2.26, 12.16,  3.85,   208,0.1286
SH,01-Oct-2000,30-Sep-2001,  20, 200,137.43,106.01, 75.76, 44.65,   135,0.7353
SH,01-Oct-2000,30-Sep-2001, 200, 500,421.42,132.76,273.70, 63.40,    20,0.2495
SH,01-Oct-2001,30-Sep-2002,   0,10000, 52.97, 66.72, 43.14, 56.71,   365,0.7040
SH,01-Oct-2001,30-Sep-2002,   0,  20, 10.50,  2.46,  8.89,  3.85,   174,0.5668
SH,01-Oct-2001,30-Sep-2002,  20, 200, 85.07, 66.47, 60.01, 30.97,   180,0.6945
SH,01-Oct-2001,30-Sep-2002, 200, 500,184.34,105.92,284.92, 60.25,    12,-0.2595
SH,01-Oct-2002,30-Sep-2003,   0,10000,122.73,177.74, 75.52,111.25,   365,0.6941
SH,01-Oct-2002,30-Sep-2003,   0,  20, 14.20, 12.29, 10.98,  4.21,   130,0.8045
SH,01-Oct-2002,30-Sep-2003,  20, 200,134.76,125.58, 77.02, 43.50,   212,0.8460
SH,01-Oct-2002,30-Sep-2003, 200, 500,549.27,269.08,312.68, 85.55,    25,0.4360
SH,01-Oct-2003,30-Sep-2004,   0,10000,102.12,179.10, 48.35,116.90,   366,0.5975
SH,01-Oct-2003,30-Sep-2004,   0,  20, 11.85,  2.30,  8.81,  3.52,   215,0.6614
SH,01-Oct-2003,30-Sep-2004,  20, 200,182.50,186.23, 57.52, 40.60,   138,0.7229
SH,01-Oct-2003,30-Sep-2004, 200, 500,553.64,186.79,278.92, 70.08,    13,-0.2219
SH,01-Oct-2004,30-Sep-2005,   0,10000,166.95,237.93,152.03,253.15,   365,0.7468
SH,01-Oct-2004,30-Sep-2005,   0,  20,  9.88,  3.66, 13.89,  4.36,   143,-0.1114
SH,01-Oct-2004,30-Sep-2005,  20, 200,122.55,156.75, 83.64, 56.62,   147,0.8444
SH,01-Oct-2004,30-Sep-2005, 200, 500,447.04,150.98,307.56, 87.27,    55,0.4717
SH,01-Oct-2005,30-Sep-2006,   0,10000,153.37,219.84,146.31,274.85,   365,0.7216
SH,01-Oct-2005,30-Sep-2006,   0,  20, 11.68,  1.31, 11.50,  2.81,   155,0.3236
SH,01-Oct-2005,30-Sep-2006,  20, 200,121.69,137.21, 77.70, 43.88,   139,0.5636
SH,01-Oct-2005,30-Sep-2006, 200, 500,473.02,148.83,345.29, 70.22,    48,0.3428
SH,01-Oct-2006,30-Sep-2007,   0,10000, 25.84, 30.19, 15.93, 22.73,   365,0.6552
SH,01-Oct-2006,30-Sep-2007,   0,  20, 16.71, 16.46,  9.26,  5.18,   304,0.5315
SH,01-Oct-2006,30-Sep-2007,  20, 200, 68.16, 40.86, 42.93, 31.56,    68,0.4838
SH,01-Oct-2007,30-Sep-2008,   0,10000,117.95,210.79, 78.52,181.27,   303,0.7481
SH,01-Oct-2007,30-Sep-2008,   0,  20, 10.95,  2.35,  7.53,  5.25,   163,0.8069
SH,01-Oct-2007,30-Sep-2008,  20, 200,145.35,125.44, 68.41, 44.42,   119,0.9314
SH,01-Oct-2007,30-Sep-2008, 200, 500,621.69,189.96,316.44, 93.02,    18,0.5592
SH,01-Oct-2008,30-Sep-2009,   0,10000, 80.41,181.04, 63.54,173.10,   365,0.7397
SH,01-Oct-2008,30-Sep-2009,   0,  20,  9.40,  2.09,  8.64,  3.17,   216,-0.0297
SH,01-Oct-2008,30-Sep-2009,  20, 200, 88.38,107.26, 59.31, 40.75,   124,0.9737
SH,01-Oct-2008,30-Sep-2009, 200, 500,595.23,237.20,279.25, 72.80,    16,0.5675
SH,01-Oct-2009,30-Sep-2010,   0,10000,139.35,202.78,134.67,194.71,   365,0.8191
SH,01-Oct-2009,30-Sep-2010,   0,  20, 10.90,  0.99, 13.73,  3.47,    80,0.8063
SH,01-Oct-2009,30-Sep-2010,  20, 200, 60.15, 75.46, 68.73, 51.07,   207,0.8714
SH,01-Oct-2009,30-Sep-2010, 200, 500,396.42,151.03,307.78, 80.85,    69,0.3405
